,,Mark S. Ellison,Works well!,03 Jan 2013,5.0 ,"This speaker gets lots of use in our house. It is frequently used by my daughter to share the music on her ipod with others in the family. We also use it to increase the volume of my Dell computer, so that it can be heard throughout the familyroom/kitchen area. A couple of my children use it to listen jointly to books on tape, while they do crafts, too."
,,Charles J. Sewell,Just right for books on tape,30 Jan 2010,5.0 ,"I bought this for my wife, who uses it to listen to books from [...] on an iPod. She didn't feel safe wearing ear buds while she was driving. Good adapters to play the iPod through the cars radio were too expensive and a bit complicated. Sound quality is great at the volume level she needs and with rechargeable batteries very cheap to maintain. Pros: good quality, simple solution to listening to books on tape. Cons: takes 3 AAA batteries and my battery charger can only charge 2 batteries at a time. Would be great if unit would charge batteries in place with a USB style car adapter."
,,Contact Approach,Great little speaker,13 Mar 2013,5.0 ,"When I am on the road, I sometimes watch netflix movies on my laptop in the hotel. However, my laptop has crappy speakers. At times I have given up on watching a movie because I was missing too much due to the poor quality of sound from the laptop. This little speaker solved the problem. I also use it for listening to talk radio over the computer. It seems to burn through the batteries pretty fast though. After two or three movies and a few hours of radio the little LED light starts flashing red. But after it starts flashing red, I can still get another couple of hours before it goes dead."
,,Irish Step Dad,As advertized,04 Feb 2011,4.0 ,"I have been looking for a portable external speaker that my daughter can attach to her MP3 player so she can practice irish step dancing when we are on the road. She bought a couple of cheap speakers before, but the volume and sound quality were lacking. We are not audiophiles, but we wanted something better. This speaker fits the bill perfectly. It does not break the bank, but the quality is far superior to the other products that we have seen. The volume and the clarity are surprisingly good from such a small package. This is not a bookshelf speaker. This is not a high fidelity external sound system for your computer. But if you are looking for a very portable speaker I am not sure that you will find anything better."
,,damon,Easy to blow out speaker,04 Jul 2013,3.0 ,"The Good: This speaker has a durable design and can be tossed into a bag or backpack without worrying about it. The sound it produces is good not great, with decent bass response for its size and price. It has a handy lanyard cord and the mini-jack cord can wrap up in the bottom of the speak, out of the way. The Bad: Speaker blew after a couple months, now its scratchy when the volume is around 80%. Overall: It's good while it last, but this little guy can only party so hard."
,,Stephanie Moyer,6 months later and I still love it.,10 Dec 2012,5.0 ,"Well, I'm assuming it's been about 6 months. Seems that long. I've had this thing since the beginning of summer. In replacement of my car stereo, it's not thaaaaat great. For a tiny speaker that fits in my little change catch, I love it. Has pretty good sound and I wouldn't mind using this thing for a computer speaker. It doesn't take up that much power. I can use the same ever ready batteries in it for a month or so and still have enough in there for maybe 2 more weeks. It doesn't sound tiny to me, and the voices sound clear. Very good for the price."
,,D Battista,short life span,31 Jul 2011,2.0 ,"I ordered this speaker to go with my mp3 player for portability by the pool. The battery life was way too short,and it only worked for a short while,just long enough for the return time to expire. The volume had to be turned all the way up to get any kind of sound quality,and even then there was a lot of static. I did like the portability and case that came with it. I would rather have invested in a more expensive portable unit with quality sound."
,,BellNBanjo,"A great-sounding, durable speaker with case",14 Nov 2013,5.0 ,"I like this speaker so much, and it has such great sound that I bought another one. I was careless and damaged the cord on the first one, that I had had for three or four years. It is well-made and not fragile, the damage was my fault. They come with a very nice padded case."
,,JohnBee,As Good As a Small Speaker Can Sound!,30 Dec 2010,5.0 ,"This little gem sets a benchmark for how good a tiny speaker can sound. It provides a huge improvement in listening for laptop, smartphone and iPod-type users, making it possible to get enjoyable sound without headphones or earbuds. Despite a couple of reviews to the contrary, I found the sound quality to be both loud and clear, with surprisingly good base response. A couple of minor gripes: The power button is recessed in a small hole, making it somewhat difficult to easily turn the unit on and off. Also, making the connecting cord a bit longer would be a nice touch. So.. wow! It doesn't often happen that a product exceeds my expectations, but the tiny Altec Lansing iM-237 Orbit speaker has pleasantly surprised me."
,,anthony frye,"like to return it,",09 Apr 2014,2.0 ,"the speaker is still on the same page with ghost tool i thought this was a ghost box,,yeah i know i over looked or miss understand what i got.it was just a speaker.why would i even want it,the GHOST BOX looks a little like this spearker GHOST BOX,not sure i know what to even use it for,i got speakers on tv computer radio..lol dam..waste of money,"
,,M. defelice,incredible little speaker,19 Apr 2009,5.0 ,"After about a month of using this speaker, I am IMPRESSED. It has a sound quality which is great for its size. Quality is good even at high volume. Batteries (I use rechargeable) last many hours. I have no con's. I love it, because with my little mp3 player, I can have music anywhere, without headphones, and easily carry both in one hand. I've already been recommending it to others. Works with anything with a regular headphone jack. Rugged. Nice little case. I use it at home, and even in the car (don't have a car radio)."
,,T. JORGENSON,"Cheap and effective, Altec Lansing is a good choice no matter what $ level you choose.",04 May 2014,5.0 ,"Cheap and effective. For better sound the newer iterations of these are a better choice, but you get what you pay for. These are loud, effective and entirely worth the money. You'd spend $50 or so for better ones, tho."
,,Jeff Bartelli,Great little speaker,10 Oct 2012,5.0 ,"After looking at the highest rated portable speakers on Amazon I chose this one because it did not have internal rechargeable batteries. Too many people complained about the batteries going dead after a year with little support from the manufacturers. This speaker won't have that problem. Plus I bought it with some rechargeable batteries, avoiding the problems of the other speakers. The sound quality is great and the speaker seems durable and reliable. I would recommend this (or the newer model) over the competition."
,,MK,Well worth the price,21 Jul 2010,4.0 ,"I've been looking for a portable speaker for my iPod for a long time, and had been leaning toward some of the larger, more expensive docks/speakers before deciding to give this one a shot, based on price and reviews. I'm glad I took the chance because this is a really nice little speaker, with clear, balanced sound and good battery life. It also fits the headphone port of my Mac laptop, which is great because the speakers on the laptop aren't very high output. I now use this speaker in my bedroom and on my balcony, and will be bringing it along when I travel. Minor cons: the cord is way too short (had to get an extender), and you can't turn the volume past about 75% before the sound gets tinny. The latter is more of an observation than an issue, because 75% is plenty loud enough."
,,grateful music maven,Excellent for my purposes,02 Jan 2012,5.0 ,"I frequently share discussion podcasts with a conversation group. This speaker has high quality sound with reasonable volume and works very well for this purpose. As expected, it is not stereo. It appears to be reasonably sturdy. It's a bit large to fit in one's pocket, but sound quality and volume make up for that. I'm very satisfied."
,,ex-jerseygirl,Okay and then poof! dead.,19 Oct 2015,3.0 ,"Originally had this at 4 stars but downgraded it because the speaker blew out after a while. I primarily listen to the radio and podcasts so it's not like I was blasting heavy metal through it! Left it at 3 stars because, prior to that, it was useful for that type of listening."
,,KathyS,Terrific Sound!,28 Nov 2011,5.0 ,"As an ipod shuffle owner, I don't have many speakers to choose from. This one has fantastic sound! I have only owned it since last month (October 2011), so it waits to be seen how long it will be good. I hope it lasts for a long time, but for the price, if it lasts a year, I'll be thrilled. If it conks out before then, I'll be changing my review, but at the moment, definite 5-stars. Terrific sound, great portability, and it's nice and small. Perfect!"
,,Michel A. Gaudini,Thank You Again Altec Lansing !,06 Jul 2011,5.0 ,"Just got it today and I must say that, for such a small speaker the sound is VERY good. Of course it does not compare to the big hifi speakers but I was so desesperate to find some speakers for my Ipod Shuffle (the Shuffle cannot be plugged to any Ipods boomboxes because ....there is no connector on it). I used to own an Ipod Nano and I wanted to consider getting a Bose speaker but I read a comment from a customer raving about Altec Lansing ( price, quality and lots of bass too) so I bought one model that i would still have if I was not broken into :-( On my Shuffle I have been putting only music from the Sixties so the sounds fits perfect. The included case makes it safe , the price is great so I guess I got some good stuff without breaking the bank !!"
,,"eat 1st, ask ?? later",cheap solution for isimple,30 May 2009,5.0 ,"I bought this speaker to avoid tearing my dash apart to install isimple to play my ipod in my truck. For the price, it's a wonderful solution. Tone quality is very good, and build quality is impressive. Having been warned in previous reviews about short wire, I bought an extension which works well. I highly recommend this product - I also use it on my netbook with good results."
,,mom | business owner,My review,26 Mar 2012,4.0 ,"I needed a speaker for my barnes and noble nook color. This is a perfect size and the sound is great. We use it for movies with the kids or listening to books/music. My only issue so far is that the cord is very short. It can be awkward if not sitting at a table to rest the unit on. Overall, still a great product."
,,Insimps,Great sound for such tiny speaker,30 Jun 2014,3.0 ,This is a great little speaker. So cheap and SO loud!! And tiny too! I stole one from my husband so I bought this to replace it and my son ended up taking it! We love it!
,,Paul Deyoung,Great,15 Oct 2009,5.0 ,"I read the product information carefully as well as many of the reviews. As a result I was well prepared in terms of what to expect and I was not disappointed. The speaker works very well, is light and highly portable and provides great sound given its size. If I could change anything I would add another 6"" to the connecting cable but that is not a major issue. The sound is excellent and I can crank it up so as to be able to hear it when I am working on various projects or simply reading wherever I find a moment."
,,El Rae,great small portable speaker,03 Aug 2010,5.0 ,"I didn't realize how small this speaker was before I received it. It packs a punch and is so easy to bring anywhere. works well with a laptop as well as an ipod. Great little speaker and the 3 AAA batteries seem to last quite a while. I am very happy with my purchase. Word of warning, turn down what ever device you are amplifying before turning on the speaker, then adjust volume on the device. there is no volume control on the speaker."
,,ChristopherWLindsay,Have spare batteries on hand,21 Dec 2009,3.0 ,"I've had this speaker for about two months. I use it for listening to my mp3 player that has podcasts. The vocal intelligibility is fine, but I would not use this for playing music. The battery life in the instruction guide says about 20 hours. You can double that, but the quality of vocal intelligibility gradually gets worse. A red light that stays on for awhile will tell you when the battery life is getting low. The connector that plugs into the MP3 player is vulnerable to over-use. (the cable right above the connector is worn, and the sleeve has come off). So you'll want to minimize extra handling. For what I use it for, it's fine and worth the money. But if this is a solution for something you plan on using a lot, then you may want to spend a few more dollars for better technology and design."
,,344,frustration,04 Oct 2010,3.0 ,"The sound quality is excellent for the size, but I do not see a lot of difference with the Altec Lansing Orbit MP excepted for the price. They are both poor in design functionality. The battery case in The Altec Lansing iM 237 frustrating to close and expected to brake soon. The speaker was sent without the original box, could it be defective? a good product, poor design, poor retail."
,,Andrew Meadows,I attached this to my bike and hook my phone up to it!,30 Oct 2013,5.0 ,Love this little speaker! I attached it to my bike rack and run a cord to my smart phone which sits on my handlebars. I love biking and bumping some tunes. Speaker sounds great especially for the price. Light drizzle has not affected the speaker but I do remove it during hard rain (if I get caught out there).
,,Amazon Customer,Amazing! Pleasantly surprising!,26 Jan 2011,5.0 ,"Ok, I was a little bit skeptic about this speaker and based my purchase on everyone's reviews. I've just received it in the mail and it was packaged perfectly. It was nestled in its case and when I put the batteries in and turned it on, I was nervous. But then the music started playing and the sound is amazing for a little speaker. I always fear on a small speaker that the sound will be too much treble and not enough base but that's not the case. However, if you're the type of person that likes ALOT of base, then this isn't for you. But for someone like me, it's perfect. I bought it to use at work and it's small enough that I can place it in front of my computer, set the volume and enjoy. You won't be disappointed with this product, I know I'm not and would definately buy again!"
,,Travis Warner,Powerful Speaker,03 Sep 2015,4.0 ,Iowa Paranormal Investigators paired this up with our PSB-7 Spirit Box. It is a powerful speaker. I love how it runs on batteries because the other speakers I have are only rechargeable and don't last that long at all. The only thing I wish they would do is add an Optional Rechargeable feature AND a Volume Control Knob on it. That is the only reason why I didn't give this 5 Stars.
,,D. Monroe,Great sound from a small device,29 Dec 2011,5.0 ,"This speaker is about the size of an orange, and sounded great when connected to my Android phone or iPod Touch. I didn't know what to expect, but it sounds great and gets loud if you need it to via your device's volume control. The battery life seems long too which is good, after using it for several days now."
,,S. Bittante,Cool but the case misses the mark,03 Dec 2009,4.0 ,"I bought this speaker because I needed something that can handle quite a bit of volumn without distortion. It's great for that. The size is good BUT the case that came with it is such a tight fit that it is really difficult to get on. You have to flip the zipper casing into an odd position and pulllllllllllllllllllllllllll it over the speaker. I'm worried that it is so tight it will press down on the power button and wear out the batteries. So now if I'm going to put it in it's case I remove one of the batteries. Not convenient, since there is no outside pocket on the case for extra batteries or to slip your mp3 player into... that would have been a better option. Also the cover on the back is a bit tricky to manuver. But that's just the learning curve of the device. All in all it's a nice little gadget."
,,J. Floriano,Best bang for your buck....,20 Mar 2012,5.0 ,"I was looking for a small inexpensive speaker to replace my no-name $10 swap meet special I got many years ago. this speaker is plenty loud. not much bass, but that's to be expected from such a small speaker. I like the fact it takes batteries so I can use rechargeable batteries and don't have to rely on plugging it in to charge."
,,Jana,"Cute, portable, simple, sounds amazing",13 Nov 2010,5.0 ,"I've had this little thing for a year and I still love it. I usually use it with my iPod to listen to podcasts, but music sounds great on it too. It's got incredible sound for such a small speaker! It's very efficient as well, the batteries last a long time, in fact I haven't had to change them yet. The only problem I have is sometimes I forget to turn it off...oops. It could use a longer cord, as others have said, but I haven't really had an issue with that. It would be neat to have it in other colors too, but the steel gray goes with everything so I can't complain. If you have been disappointed in the sound quality of portable speakers, try this one."
,,DRU2012,Rockin' li'l speaker,15 May 2012,5.0 ,"I had heard an older one of the these attached to someone's phone at the park last summer, so I already had enough of an idea of what it sounded like to want one myself--but this one exceeded all expectations. What can I tell you? I have more than 150 of my favorite tunes available, along with Pandora , Tune In and all the rest, and as rock guy, smooth bass and ringing highs and mid-range are required--and amazingly THERE with this little wonder. It's not a studio monitor, obviously, but on a picnic table or a blanket you'd have to spend a LOT more cash and lug something substantially more bulky to really beat it. As it is, I throw it in a pocket of my pack whenever I head out now--""just in case""."
,,ANA,Good speaker,09 Dec 2009,3.0 ,"I've been using this speaker for almost a year now. Great battery life! I use it for about 5/6 hrs in a month, and so far I haven't had to change batteries... although now the red button comes on now (instead of green) so I'm sure i need to do it soon. Speaker is good for what I'm looking for. At high volume sound gets little distorted sometimes. I don't expect home stereo quality from tiny speaker.. it does its job very well and I'm happy with the purchase."
,,licensed2kill,Defective,02 Mar 2012,3.0 ,"Received the speaker today it was defective from factory. For some reason they left out 2 out of 6 battery contacts! That is not a minor oversight, have to wonder about their quality control. Amazon won't exchange it so I have to return and reorder, will give it another try. Update June 2012: Have bought 2 of these speakers since the first order. They produce good clear sound, no issues, am glad I reordered."
,,Chad E. Desjardins,Surprisingly full bodied sound,16 Jul 2010,4.0 ,"I purchased this product for a kayak camping trip. Portability/Compatibility and battery life were the primary concerns. The unit itself is surprisingly sturdy while being quite small (i.e., ~2""tx2.5""w). Nevertheless, it sounded bigger. Some more ""bassy"" hip-hop didn't sound great, but performance for acoustics/rock genres surpassed my expectations. The 3 AAA Batteries outlasted the 3-day trip, which made me feel foolish for lugging around an 18-pack of replacements. Note that the phone jack wire is only a few inches long. This wasn't a problem for me (plugging into an iPhone), but I can imagine some situations where cord length would be an issue."
,,loveshorses,Happy with the product,24 Dec 2010,5.0 ,"When I found this item and read the reviews, I was afraid to order this for my 19 year old son and 30 year old nephew. Some of the reviews stated that the sound was too low and not a good sound. Well, I took the plunge and ordered two of them anyway. Now, I'm so happy I did. When my 19 year old opened this gift he was excited. Then he put the batteries in, which came with the product, and turned it on. Wow. The smile on his face said it all. He said, ""Listen to this. I never would have thought that it would be so loud and sound so good."" For a 19 year old to say that, it has to be good. My nephew loved his just as much. I bought these for them to use when they go horseback riding. We just got them, so I am not sure how they will hold up. Hopefully, they will be able to enjoy them for a long time to come."
,,Amazon Customer,Okay Speaker!!,08 Jan 2012,2.0 ,This is a really good portable speaker and it is good for on the run travel. I would of given it a five star but after a while the speaker started to make that disruptive cracked sound speakers give off when it needs to be replaced. The quality of sound seems to diminish after a while.
,,Aaron,Great product. A couple extra features to add?,08 Jun 2011,4.0 ,"For the size and simplicity, this is a great speaker. It's better than any inexpensive computer speakers I've had. Sound is loud and clear. I wish it had an auto-off feature as I like to have it on the night stand as I'm falling asleep, but it doesn't seem to be a battery hog either. I've fallen asleep with it on several times and it gets a lot of use out of one set of batteries. I also wish the carrying case had room for the L plug and an extension cable since the cable is pretty short. A little kickstand to angle the speaker would be great too, but that's just being picky. I do think the price point would be a little more reasonable in the $15-$18 range, but I feel like I got my money's worth."
,,Sandi,This little thing 'ROCKS',14 Jan 2013,5.0 ,OK - this little thing is freaking amazing. I used it to play music from my phone and no one in the room could believe it came from this little tiny speaker. My grand daughter blows the doors off the room with it. My husband bought one - after hearing it I ran AMAZON and bought 2. I would recommend it to anyone who wants good sound.
,,C. Montejo,Excellent,05 Oct 2010,5.0 ,"Except for sound quality, which is VERY GOOD, I rated this device as a 5 (excellent) in every category. We have a large family with a demanding baby who loves music; we carry it everywhere we go, most notabley in the stroller on my walks through rain and shine. It's so easy and it seems to last forever without replacing the batteries."
,,jensi,Small and efficient,01 Apr 2009,5.0 ,"I have been looking for a speaker system that could work with my MP3 player (Sandisk Sansa) and my laptop for over a year. Among other features I was looking for were portability and sound quality. I bought this one and used it in a 2-car garage sized hall for a birthday party and the guests were impressed! They kept asking what the speaker was. Sound quality is very good and volume, even at the maximum was also good. I'm glad I waited this long to find exactly what I wanted."
,,Darsden,Music Beats,21 Feb 2013,5.0 ,Got this for my lil ipod for riding in the boat and it is perfect. Have a lil troller set up on my blow up dingy and now I have my tunes blasting for all to here. Great clarity with this lil speaker I will be adding another one to run at the other end :-) happy happy
,,chelle2906,Altec Lansing Speaker,19 Dec 2013,4.0 ,"This Altec Lansing speaker is a pretty good little speaker. Like any other small speaker, it has its limits so its not meant to be the party animal. I use this speaker for bath time in the winter....tunes out the outside noise :)"
,,A Happy Consumer,A lot of boom for such a small box,04 Jun 2013,5.0 ,"We use this with our phones, laptop, and spirit box. It has excellent range and packs more bass than you'd think in such a tiny speaker. It conveniently has an on and off switch and is easily portable. You won't go wrong with this amazing little speaker."
,,The Rick Man,Great unit!,08 Dec 2012,5.0 ,I use this to listen to audio books on my Kindle and the speaker has great sound for it's size. Also i have used it on my Zune to listen to audio books and it really works great and the sound on the Zune with this speaker is amazing! I have not tried it with music. Rick
,,Michael J. Troutner,Killer,30 Jul 2011,5.0 ,"This thing works great - the sound is quality - one way you can tell is to just look at the speaker moving - most little speakers don't have the physical movement that indicates a good bass response, this does. Real nice, worth the money (we take it to the beach, etc. and it's perfect for discreet and decent sound.)"
,,Goldfish,"First I thought it was a fantastic product, but after a month it started buzzing ...",17 Apr 2015,1.0 ,"First I thought it was a fantastic product, but after a month it started buzzing and Produced a lot of static. I returned it for a refund and ordered something else."
,,Young Animal,Disappointed with Altec Lansing,09 May 2012,3.0 ,"This speaker works very well for about a month then it breaks. The first one i owned stopped working after being dropped on the floor, while it was in the case, and the second one stopped working for no reason. Battery life is okay but not that great, maybe about four hour of medium volume use. I would not recommend this product because they break for no apparent reason, even if not dropped."
,,wj,"Load, Powerful, Clear Sound",17 Jul 2013,5.0 ,Purchased for a family member as a gift. This little speaker is great. It's capable of playing loud and clear. Can't beat this speaker as far as size and price go. In my opinion it's an alternative to purchasing a dock. It's been in use for years around the house.
,,Ben,Altec Lansing iM227 Orbit MP3 Speaker,04 Jul 2012,5.0 ,"All I can say is that these speakers are spectacular! WOW! They produce a great sound, whether you're listening to classical or hip hop, these speakers deliver. During rap and hip hop songs, the speakers bring out the bass, but not too much and not too little, which is just right. I listen to these while I am showering and the sound quality is still great. I would highly recommend music enthusiasts to purchase this awesome speaker!"
,,Michael,Useless after a few hours of use.,24 Oct 2015,1.0 ,I was only able to get a few hours of use out of it. It soon began to spontaneously turn off its power light and produce a high pitched scream.
,,Jesse,One Star,01 Jan 2018,1.0 ,What's with the price of $129?
,,Mrs Lee,It does its job,08 Jul 2013,4.0 ,"Purchased it to plug into my phone so I could listen to audiobooks in the car during my commute. It works, but isn't loud enough to let me hear well over the car noises. So I purchased earphones and will use this for something else not in the car."
,,Timmp,Great Portable Speaker,22 Apr 2009,5.0 ,"This is a great portable speaker, self powered so it doesn't drain the battery in your player. I use it with my Nokia phone, and it completely fills the garage, the back porch, the barn, or a conference room with music. On my phone, it even does very well as the speaker/Microphone for hands free if you wish a conference call. Great Buy, Great Product."
,,Sylvia Arceyuth,Awesome for Office Music,19 Sep 2011,5.0 ,"sound Quality was beyond what i expected, It's really handy if you want to hear music on your office. I take it with me to the office every day and I have my music playing during my whole 10-hour shift, first battery replacement was after 3 weeks working from Monday to Friday, That's Amazing I recommend this speaker if you are not comfortable with headphones or don't like to to use your phone's, iPod's, MP3's Speaker to listen to music at work or home. I love It!!!"
,,Cheeto,Would buy another one :),11 Jul 2014,5.0 ,These are great portable speakers! They sound great with the right amount of bass. Other than you can't recharge this like other speakers and have to use 3 triple A batteries it's still a great speaker.
,,Marie,... of these speakers for many years and was very pleased. When this speaker wore out and quit,12 Oct 2014,1.0 ,"I had one of these speakers for many years and was very pleased. When this speaker wore out and quit, I ordered this speaker to replace it. After 2 months, it quit working. It was past Amazon warranty. When I tried to contact Altech, I got a message saying that the website had been disabled. When I finally was able to get ahold of someone at Altech, I was told that they don't handle these small time items. They said that all they have is the phone number that I used earlier. Nevertheless I am not a happy camper."
,,Backyard Birder,Great little portable speaker,08 Jul 2011,4.0 ,"This is a great little battery powered speaker. For its size and price, it provides great sound. I have a larger Altec Lansing iPod speaker that has better sound, but needed a smaller more portable speaker. This one comes with a handy case and is small enough to fit in a bike pack or a purse."
,,John Lichtenberg,The Altec Lansing speaker was the right product for my needs.,17 Apr 2013,5.0 ,"I wanted a small portable speaker to use with my iPhone while traveling. I like the fact that this product had a battery that was easily replaced. Other products had a built-in battery that could fail causing the speaker to also fail. The sound is much better than the small speaker in the iPhone or iPad and the volume is more than I personally need. For the money it's a great buy for anyone who likes to listen to Pandora, NPR or any other program away from home."
,,Tim,Five Stars,24 Mar 2017,5.0 ,good
,,Wayne,There's better speakers for your money.,01 Feb 2014,2.0 ,"Check out the Philips Sound Shooters, for a much better sound! This only plays in mono, which basically ruins most music. I dropped it and it the top part caved in a bit. Much better speakers for your money out there, don't buy this."
,,J. Boice,Decent little speaker,06 Feb 2014,4.0 ,"Decent purchase, I wish the cord was longer and that I had splurged on the rechargable one. Battery life is @ 6 hours depending on the batteries you use. If you wnat one, email me and I will sell it to you for $5!!"
,,Fascinatingbooks,Great little speaker!,12 Oct 2011,5.0 ,"Great little speaker for use with anything you can plug headphones or earbuds into. Very good sound quality but not super loud. Easy to put in batteries and energy saving button to turn off when not in use. Useful green light shows when speaker is ""on"". All in all, fine for those times when you want to listen to a tape or even the Kindle and want better sound than the speakers provided."
,,CBD,Almost perfect on-the-go speaker,18 Sep 2010,4.0 ,"Bought this speaker to use with a lap top, a portable DVD player and an IPod. Works great with all. Use this when camping when we have no electric, so a battery model is perfect. Sound is excellent for such a small speaker. Have only had it for a short time so I can't comment on battery life or how it will hold up over time. Only flaw is a very short connection cable."
,,James E Brinker,... many years ago and it is still putting out great sound.,07 Jun 2016,5.0 ,Bought this many years ago and it is still putting out great sound.
,,Sherry,Stopped Working After a Few Months,03 Jun 2013,1.0 ,I really liked these speakers until it just stopped working. I was playing my music like usual then in the middle of an awesome song it just stopped playing... no screeching sound or anything. It just stopped. I thought maybe the batteries died so I replaced them and the speakers still didn't turn on. I probably won't buy these again... not worth my money. PROS: Good sound quality for a small speaker Nice portable size CONS: Stopped working after a few months Battery case doesn't keep batteries in
,,T Harrison,Great little speaker--BIG sound!,30 Nov 2013,5.0 ,"This little speaker is amazing! The sound is awesome, and the batteries last seemingly forever. I love its portability without the loss of quality. I have recommended this to my friends, and they have bought it--also very happy."
,,busyactonmom,awesome,18 May 2012,5.0 ,"This makes a HUGE difference in the sound and how loud you can make your IPhone's volume. I needed this for a small party at an outdoor location and it seems like it will work great so that the people in our party will be able to hear the music but not disturb the other patrons. It is slightly larger than I thought but not enough to be a bad thing, it is still quite small for a portable speaker and I can just throw it in my purse with no problems. I like the fact that it takes batteries so I don't have to worry about having to charge it with my computer. Hopefully at the actual event it will be perfect."
,,Terrorsteel Blackson,Good wearable speaker,17 Jul 2012,5.0 ,"Background: This is my solution to my work's ban on headphones. They want us to be able to hear emergency alarms and incoming work machines, thus don't want our ears plugged up. I've searched Amazon at length for a portable speaker I could wear at a reasonable cost. The iM-237 and included case (with some modifications) was the best product for that. Most things I take into work will eventually die from abuse, so I've replaced this speaker three times. - The first purchase lasted 5 months and cost $28.29, bought March 2010. - Second one lasted 9 months, cost $23.57 in August 2010. Both times the failure was cord damage, from being yanked on by metal railing I work around. - The third purchase and the one that has just died lasted 14 months and cost $17.25 in May of 2011. This time the speaker itself has had something jarred inside and is failing to produce sound unless sat a certain way or I bang it around some. I do not blame the manufacturer for the device no longer working. I just wish someone would make a wearable, ""jog-proof"" alternative. Set-up: The carabiner clip is a great idea, but the clip itself is crap. I threaded a key-ring through the hole and clipped a more robust carabiner to it. I wear the Orbit by threading my belt through another carabiner clip, then clip the case on. This allows me to easily take it on and off as desired. I took a pair of fabric scissors and cut open a hole where the Altec logo is, just big enough for the actual speaker on the Orbit. I have played the speaker through the fabric, but it muffles the sound. Now I punch a hole in the bottom back. I place an extension cord inside and connect to the speaker there. Why? As noted before, I yank on this cord a lot, so it is cheaper to replace an extension cable than the whole speaker. I wind the excess cord around another carabiner clipped to the key-ring. I attach the extension to my iPod Touch and put the Touch in my back pocket. Pros: - Lossless sound as far as I can tell. Loud with good bass. It's why I keep re-buying. - Many people seem to prefer a rechargeable speaker to this one that requires batteries. I find it better to have a spare set of AAAs in my pocket than wait for or be tethered to a wall socket charger. - This case keeps it snug and portable and is the main reason I've bought this speaker. Cons: - Obviously, the Orbit isn't quite rugged enough for the paces I put it through. Perhaps Altec should take this review as a hint. - The carabiner clip has no spring and is very loose. The speaker isn't very portable if it detaches and falls to the ground, is it? - The thickness of the cable length and where it meets the connector are an issue of longevity. Conclusion: I do love this speaker. But I will NOT be buying another one at the current $41-46 price tag. Nor the IMT227 OrbitM for $35 or iM227 for $30 (which may actually be the same product). It does not mean it would be a bad purchase for you. I just can't personally justify the cost given how often I replace them. Right now, considering the iHome iHM60LT Rechargeable Mini Speaker at $20 and just putting it into the Orbit case (with some newspaper filler or something, as the iHome is smaller than the Orbit). I'll wait a while to see if the price drops down to =/< $20."
,,Munda9021,Altec Lansing iM227 Orbit MP3 Speaker,23 May 2013,5.0 ,Went on a cruise with my wife. These speakers are really well made and good to have. Only one thing is the battery lid is not to easy to open. Other than that I highly recommend the device. great sound. Great bang for the buck!!
,,Zenacity,It might be nice if it worked.,05 Jun 2015,1.0 ,Stopped working. This company used to stand for quality. Now it's pushing junk. Soon after purchase the power switch quit working.
,,Christopher M. Underwood,"Great sound, some drawbacks however",17 May 2012,4.0 ,"First off, it works very well so I am giving it 4 stars. However, the cord is a tad short which other reviewers have said. Secondly, it does distort if you run it at the 80%-90% level as suggested for optimal volume. BUT, it sounds awesome. I have been able to compare it to the iHome version that accordions open. The biggest reason I went this route was the fact it WASN'T rechargeable. I am not always at a place with USB to charge it as the iHome requires. So, I can throw in an extra set of batteries while camping etc. and have tunes. Overall I am happy with this item and I do plan on keeping it at this point."
,,Love to Cook,GREAT item,20 Dec 2009,5.0 ,"I could not be more pleased with this item. I bought it for myself, and for my two daughters. I wanted to try it out before I gave it to them as a gift. I teach, and take my IPOD to school while I work, but I worry about having headphones in, since it makes it hard to hear the fire alarms. So this seemed like a great solution. The sound (for me) was excellent, and I find I'm taking it in my car as well. I love the case. To be honest, when I first tried to get it out of the package it shot across the room and bounced off the dishwasher, and it's just find- I can't even find a scratch- so I assume it must be pretty robust (or I was very lucky). My daughters dislike sharing earbuds with people to share music, so I think this will be a find item for them, plus it's just fun."
,,Norm Follosco Jr.,best small speaker i've purchased to date,02 May 2012,5.0 ,"This item is absolutely amazing, I received compliments on the loudness and clarity of such a small speaker the very first day testing it out shooting hoop @ the park. Many we're deceived on where the music was coming from thinking it might have been someone's backyard blasting the music but they were unaware it came from the small unit sitting behind the basketball hoop. Probably the last external speaker I'll purchase for my mp3 player 'til this one breaks or stops working which I highly doubt b/c altec lansing backs their products with quality craftsmanship, design, and functionality. If you want a small, portable yet powerful music speaker this is the one to get hands down."
,,ceceland,Pretty good,29 Aug 2011,3.0 ,"This speaker is inexpensive enough and you get what you pay for. I chose it for casual travel because it uses batteries. (I use recyclable and rechargeable batteries.) The other small speakers charged using USB. I wanted a speaker for around pools, beach, camping when a USB is not an option. The sound is ok, not impressive. There is no volume control on speaker. It is very light. Cord wraps up neatly. It did not come with a bag. It serves it purpose and the quality is what you'd expect for low price."
,,Amazon Customer,good little speaker,11 Nov 2013,4.0 ,"Nice speaker. This is my families 4th speaker, all have been dependable and perfect for what we need. We like the idea of replaceable batteries, and how long they last. You're not going to get phenomenal, booming sound, but that's not what we bought them for. Well worth the money."
